Run,Event,type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
165617,74969122,G,59.9226,-46.1516,29.4115,-24.407,54.7266,-0.4324,2.5742,1,G,52.4465,30.1097,-16.3989,-39.6876,34.2859,-0.9885,-0.4987,-1,89.9557
165617,75887636,G,152.972,7.4657,-30.7098,-149.671,31.6042,-2.2593,-1.3323,-1,G,33.5835,-9.2878,28.7457,-14.6719,30.2089,-0.4684,1.8833,1,88.2438
165617,75779415,G,50.244,37.8072,-12.2044,-30.759,39.7283,-0.7124,-0.3122,1,G,49.2396,-47.6064,8.2338,-9.5061,48.3132,-0.1955,2.9703,-1,90.3544
165617,75098104,G,41.8051,-41.0848,-4.1562,-6.513,41.2945,-0.1571,-3.0408,1,G,51.3393,43.4776,-1.8589,27.2389,43.5174,0.5909,-0.0427,-1,90.5782
165617,76042048,G,65.8067,42.8333,-10.558,-48.8298,44.1153,-0.955,-0.2417,-1,G,90.129,-46.8052,14.5669,-75.6327,49.0196,-1.2183,2.8399,1,93.7719
165617,77076988,G,53.2607,-5.5119,37.5565,-37.3607,37.9588,-0.8702,1.7165,1,G,42.7894,-11.0989,-36.2872,19.7732,37.9466,0.5,-1.8676,-1,92.945
165617,77459740,G,94.7912,-15.0862,49.4345,-79.4607,51.6852,-1.2153,1.867,-1,G,64.6784,24.7125,-33.5554,-49.4632,41.6734,-1.0076,-0.936,1,92.002
165617,76405662,G,51.9214,-2.5071,-42.0474,-30.357,42.1221,-0.6695,-1.6303,-1,G,69.9022,9.9183,44.394,-53.0764,45.4884,-0.9946,1.351,1,88.4274
165617,76179155,G,162.538,23.2432,-39.1325,-156.036,45.5148,-1.9458,-1.0348,1,G,121.412,-20.4155,36.9534,-113.835,42.2178,-1.7178,2.0755,-1,88.2308
165617,75954345,G,45.1733,11.7891,-31.2908,30.373,33.438,0.8151,-1.2105,-1,G,45.6702,-13.0934,36.9828,-23.3794,39.2322,-0.5653,1.9111,1,90.3855
165617,78897689,G,48.4662,-30.2956,-26.9427,26.5561,40.543,0.6154,-2.4147,1,G,61.149,55.2413,7.5105,25.1233,55.7496,0.4366,0.1351,-1,91.3501
165617,78700766,G,76.5641,32.5534,-21.4829,-65.8848,39.0031,-1.2953,-0.5833,-1,G,44.5368,-39.835,-19.9148,-0.296,44.5357,-0.0066,-2.678,1,92.297
165617,78348203,G,47.4651,-11.7272,23.3448,-39.6285,26.1248,-1.2041,2.0363,1,G,49.8782,37.7018,-20.7823,25.1893,43.0503,0.556,-0.5038,-1,92.6606
165617,78974110,G,101.03,10.5102,40.2279,92.0779,41.5782,1.5357,1.3152,1,G,43.9774,-10.5917,-37.4517,20.474,38.9206,0.5044,-1.8464,-1,91.3868
165617,80456027,G,75.346,-16.2572,35.2965,64.5513,38.8605,1.2809,2.0024,1,G,116.638,7.9287,-50.0731,105.044,50.6969,1.4754,-1.4138,-1,88.3606
165617,79285182,G,110.446,37.6224,26.1189,-100.502,45.8,-1.5273,0.6068,1,G,38.6064,-19.668,-28.9268,-16.3355,34.9799,-0.4515,-2.1679,-1,90.7488
165617,79848134,G,92.0348,39.3377,43.5572,-70.8922,58.6914,-1.021,0.8363,1,G,48.8941,-42.1179,17.7956,-17.3212,45.7231,-0.3703,2.7418,-1,91.1452
165617,79997894,G,88.9287,-11.6691,34.4215,81.1621,36.3456,1.5433,1.8976,1,G,37.4614,15.6847,-33.5463,5.6553,37.0319,0.1521,-1.1334,-1,91.7621
165617,79973412,G,73.3492,11.2009,32.9087,64.5883,34.7627,1.3783,1.2427,-1,G,54.7471,26.3028,-45.0577,16.5889,52.1732,0.3128,-1.0424,1,90.9109
165617,80818144,G,64.1704,14.4233,-31.1474,54.2184,34.3248,1.2381,-1.1371,-1,G,45.7392,-14.1825,42.8576,7.3583,45.1433,0.1623,1.8904,1,90.2842
165617,81017783,G,74.4522,35.6481,46.9172,45.5094,58.9238,0.7109,0.921,1,G,66.7788,-50.8257,17.0568,39.8147,53.6115,0.6873,2.8178,-1,91.3398
165617,81105567,G,124.671,-33.6592,-36.3869,114.394,49.5676,1.5734,-2.3173,1,G,64.7214,32.8339,20.8634,51.7253,38.9017,1.0964,0.5661,-1,89.6233
165617,83356555,G,87.0095,47.5501,-12.1126,-71.8534,49.0686,-1.1748,-0.2494,1,G,35.6287,-34.199,-6.8293,-7.2926,34.8742,-0.2076,-2.9445,-1,90.7689
165617,83438756,G,84.2546,9.3052,35.1076,76.0243,36.3198,1.4846,1.3117,1,G,31.2949,-17.2593,-25.4072,-5.9958,30.715,-0.194,-2.1675,-1,91.0513
165617,82529512,G,125.75,14.6938,38.8413,-118.695,41.5277,-1.7726,1.2091,1,G,49.8999,-15.0193,-36.5012,-30.5298,39.4704,-0.7118,-1.9612,-1,92.6242
165617,83069616,G,101.771,36.1042,-25.717,91.6098,44.3269,1.4731,-0.6189,-1,G,88.5117,-40.0878,27.665,73.9048,48.7071,1.2043,2.5375,1,93.7687
165617,82592490,G,133.483,24.7472,36.3725,126.025,43.993,1.7748,0.9734,1,G,35.7172,-16.2236,-27.6504,15.7466,32.0586,0.4733,-2.1014,-1,91.5467
165617,83730922,G,155.734,29.6721,54.9776,-142.654,62.4738,-1.5636,1.0759,1,G,88.3111,-52.2175,26.0809,-66.2719,58.3685,-0.974,2.6784,-1,93.9644
165617,84489925,G,66.5786,40.4021,-31.7174,42.3601,51.3646,0.7518,-0.6656,-1,G,44.0846,12.8463,38.362,-17.5151,40.4557,-0.4204,1.2477,1,93.539
165617,84080976,G,101.479,30.7929,10.8849,-96.0795,32.6601,-1.7999,0.3398,-1,G,42.3716,-31.5181,-23.7498,-15.4238,39.4645,-0.3815,-2.4958,1,89.9663
165617,83748650,G,47.9062,-35.8909,-23.4542,21.3713,42.8749,0.4798,-2.5628,-1,G,43.8756,31.3954,22.6285,-20.6721,38.7004,-0.5116,0.6245,1,91.6652
165617,83876138,G,111.61,-14.6614,-25.1973,-107.736,29.1524,-2.0181,-2.0978,-1,G,373.359,114.537,-32.7468,-353.844,119.126,-1.809,-0.2785,1,93.8422
165617,85319780,G,98.915,-30.9837,-18.4604,-92.1053,36.0663,-1.667,-2.6043,1,G,28.1684,25.9906,10.014,4.2023,27.853,0.1503,0.3678,-1,91.2523
165617,86514419,G,104.557,-18.7443,56.7065,85.8206,59.7241,1.1593,1.89,-1,G,37.0209,3.1925,-30.4864,20.7586,30.6531,0.6339,-1.4665,1,88.067
165617,86959904,G,42.3807,-29.6116,-30.121,3.4625,42.2389,0.0819,-2.3477,-1,G,55.2311,17.0137,51.9457,7.9149,54.6609,0.1443,1.2543,1,93.6141
165617,86734124,G,78.54,44.0148,9.9115,64.2882,45.117,1.1524,0.2215,1,G,46.7781,-40.1149,-7.9332,22.7166,40.8918,0.5303,-2.9463,-1,90.087
165617,87266364,G,83.3365,-25.7804,31.5417,72.7011,40.7371,1.343,2.256,-1,G,62.819,30.0231,-36.254,41.599,47.0716,0.7967,-0.8791,1,90.8664
165617,87200730,G,82.3761,-35.2771,-25.9244,-69.78,43.7784,-1.2458,-2.5078,1,G,66.7332,-23.6147,56.87,-25.7188,61.578,-0.4064,1.9644,-1,93.2077
165617,88746292,G,70.7453,22.056,-16.3857,-65.1915,27.4765,-1.5989,-0.6389,1,G,37.4889,-31.2051,20.574,2.8917,37.3771,0.0773,2.5587,-1,87.9326
165617,88312602,G,82.6178,-23.71,-8.2374,78.7125,25.1002,1.8606,-2.8072,1,G,28.9714,23.2071,10.0481,-14.135,25.289,-0.5333,0.4086,-1,90.9854
165617,88540506,G,185.942,19.7221,38.082,180.928,42.8859,2.1465,1.0929,-1,G,52.0899,-10.7279,-33.0558,38.8017,34.753,0.9614,-1.8846,1,90.948
165617,87823648,G,67.4748,29.0322,22.2302,-56.708,36.5657,-1.2226,0.6535,-1,G,38.3339,-32.0768,-20.658,3.7153,38.1533,0.0972,-2.5694,1,91.5179
165617,88187556,G,83.13,-27.5323,24.049,74.6606,36.5565,1.4624,2.4236,-1,G,31.8669,23.4319,-20.7388,-6.0282,31.2914,-0.1915,-0.7245,1,92.1201
165617,88552415,G,149.698,36.6075,-14.2443,-144.453,39.2811,-2.0133,-0.3711,1,G,284.679,-48.7065,16.5838,-279.99,51.4524,-2.3956,2.8134,-1,91.5405
165617,89033346,G,114.791,-21.3415,28.0916,109.236,35.2789,1.8485,2.2205,-1,G,38.8273,31.0368,-18.1125,14.7037,35.9353,0.3985,-0.5283,1,89.6889
165617,90042419,G,53.4475,31.8002,-15.691,39.9895,35.4607,0.9689,-0.4584,1,G,40.1756,-28.3672,24.3175,-14.7658,37.3636,-0.3856,2.4329,-1,89.6819
165617,89580278,G,63.6253,-12.617,25.8132,-56.7684,28.7317,-1.4328,2.0254,-1,G,33.2037,15.8977,-20.6576,20.567,26.0667,0.7241,-0.9149,1,89.5989
165617,90802483,G,146.854,41.5511,-6.9289,140.682,42.1248,1.9207,-0.1652,-1,G,43.1718,-34.3866,-0.8342,26.0895,34.3967,0.6999,-3.1173,1,90.4726
165617,89814942,G,52.2126,39.9985,-27.6028,-19.0878,48.5983,-0.3833,-0.604,1,G,47.7883,-35.2124,26.6607,-18.2484,44.1668,-0.4022,2.4935,-1,92.6412
165617,90816981,G,55.0577,11.647,-32.0153,43.2517,34.068,1.0598,-1.2219,-1,G,38.1516,-21.3119,22.2775,-22.4734,30.8299,-0.6762,2.334,1,89.8221
165617,89724685,G,47.5442,34.2968,-24.0077,-22.5344,41.8645,-0.5152,-0.6107,1,G,43.6044,-21.5134,29.6692,23.6273,36.6481,0.6068,2.1982,-1,90.0633
165617,89987026,G,84.6372,21.3471,32.2304,75.2924,38.6587,1.42,0.9858,-1,G,35.6813,-31.8811,-15.9395,1.633,35.6437,0.0458,-2.678,1,90.458
165617,91429092,G,98.449,30.0517,-43.2176,-83.1945,52.639,-1.2386,-0.9632,-1,G,61.4196,17.6254,45.1848,-37.6834,48.5007,-0.7146,1.1989,1,93.1103
165617,91763863,G,89.3904,-17.0695,-43.6279,-76.1306,46.8483,-1.2622,-1.9437,-1,G,56.0355,39.6779,23.9717,-31.4799,46.357,-0.6354,0.5435,1,93.119
165617,92729755,G,67.4631,1.7525,-46.7229,48.6329,46.7558,0.9095,-1.5333,1,G,37.4903,-6.7239,36.8683,-1.0154,37.4764,-0.0271,1.7512,-1,92.8761
165617,93768230,G,34.6128,-33.0478,0.8487,-10.2545,33.0587,-0.3054,3.1159,1,G,73.87,29.142,-54.4926,40.473,61.7956,0.6154,-1.0797,-1,89.2324
165617,93050505,G,69.0235,-23.4765,-40.1425,51.0065,46.5034,0.9482,-2.1,1,G,77.1648,24.7953,34.9474,64.1737,42.8501,1.1934,0.9537,-1,89.8655
165617,92940453,G,59.0465,-40.3932,4.8288,-42.7966,40.6808,-0.9177,3.0226,-1,G,42.7115,42.7096,-0.2376,0.3024,42.7103,0.0071,-0.0056,1,92.3173
165617,93600173,G,76.5576,-30.2663,-28.8308,64.1388,41.8003,1.2137,-2.3805,1,G,43.2568,28.8597,29.6392,12.6401,41.3687,0.301,0.7987,-1,91.9666
165617,94715502,G,164.847,19.8746,-36.4768,159.527,41.5398,2.0552,-1.0719,-1,G,233.288,38.4946,60.0765,222.109,71.3514,1.8536,1.0009,1,94.348
165617,94718648,G,210.477,46.992,-15.5481,204.574,49.4974,2.1265,-0.3195,1,G,53.3388,-28.8953,14.4785,42.4318,32.3197,1.0863,2.6771,-1,90.8749
165617,94638567,G,62.5205,-30.1594,-39.1756,38.2685,49.4401,0.7123,-2.2269,-1,G,47.0609,9.73,40.9543,21.0424,42.0943,0.4811,1.3375,1,89.8318
165617,95149152,G,94.7706,-6.7779,-42.6041,84.3825,43.1399,1.4238,-1.7286,-1,G,42.2604,7.8435,37.7813,17.2334,38.5868,0.433,1.3661,1,91.8004
165617,96056910,G,259.448,-7.5835,92.6842,-242.21,92.9939,-1.6854,1.6524,-1,G,100.646,26.0912,-13.4419,-96.271,29.3503,-1.9035,-0.4757,1,92.0685
165617,96617300,G,109.621,-36.3122,8.6211,-103.072,37.3215,-1.7403,2.9085,1,G,152.213,54.0388,-6.0144,-142.171,54.3724,-1.689,-0.1108,-1,89.9563
165617,96698180,G,42.9076,-1.8228,-39.2754,17.1805,39.3177,0.4241,-1.6172,-1,G,63.1531,-0.8427,49.086,39.726,49.0932,0.7398,1.588,1,88.9222
165617,96059264,G,57.5581,-34.5716,-25.7306,-38.1532,43.0959,-0.7979,-2.5018,-1,G,54.7994,35.659,28.6026,-30.2207,45.7129,-0.6205,0.676,1,89.1055
165617,96321008,G,63.2082,-3.4063,-33.244,-53.6516,33.4181,-1.2519,-1.6729,-1,G,42.7221,-11.4901,41.0816,2.333,42.6582,0.0547,1.8435,1,91.1279
165617,95440807,G,61.5223,-10.2093,-34.7841,-49.7073,36.2514,-1.1211,-1.8563,-1,G,43.624,-8.4647,42.7675,1.527,43.5972,0.035,1.7662,1,91.2248
165617,96436455,G,180.472,-6.4664,34.6019,-177.006,35.201,-2.318,1.7555,-1,G,34.6387,12.3097,-26.727,-18.2747,29.4255,-0.5868,-1.1392,1,89.6771
165617,96554567,G,143.199,-2.3684,51.1531,133.73,51.2079,1.6879,1.6171,-1,G,68.3214,-0.2701,-37.3768,57.19,37.3778,1.2113,-1.578,1,89.9649
165617,98345399,G,39.0351,31.2836,15.5747,17.3924,34.9462,0.4791,0.4619,1,G,53.6125,-36.2296,-12.3257,-37.547,38.2689,-0.868,-2.8137,-1,90.235
165617,97423613,G,67.7093,11.2454,44.5428,-49.7396,45.9404,-0.9387,1.3235,-1,G,49.0263,-8.5537,-43.7583,-20.3867,44.5865,-0.4426,-1.7638,1,93.2827
165617,98160843,G,180.028,-28.2789,-33.0508,-174.694,43.4977,-2.0986,-2.2785,-1,G,132.142,32.7231,31.4041,-124.115,45.3543,-1.7317,0.7648,1,90.227
165617,97535456,G,147.133,3.8962,-32.588,-143.425,32.8201,-2.1808,-1.4518,-1,G,39.8385,-3.8617,33.688,-20.9118,33.9086,-0.5831,1.6849,1,89.1644
165617,98786378,G,102.131,9.9878,-44.0629,91.5934,45.1807,1.4558,-1.3479,1,G,103.743,-5.416,44.5014,93.5573,44.8297,1.4819,1.6919,-1,89.9011
165617,98915571,G,46.812,16.5344,-35.3717,25.8226,39.0454,0.6207,-1.1335,1,G,41.9739,-10.5357,30.9466,-26.3269,32.6909,-0.7368,1.8989,-1,88.471
165617,98835374,G,85.1839,16.2593,-45.0595,70.4383,47.9033,1.1783,-1.2245,-1,G,50.3292,-20.4298,37.0537,27.2518,42.3126,0.6062,2.0747,1,93.4823
165617,99738655,G,41.2771,-39.5353,-5.6988,10.4053,39.9439,0.2576,-2.9984,-1,G,63.6192,51.8003,2.569,36.8445,51.864,0.6612,0.0496,1,92.7926
165617,99919088,G,124.291,3.9641,-25.857,-121.507,26.1591,-2.2403,-1.4187,1,G,25.6722,0.1125,25.3682,3.9364,25.3684,0.1546,1.5664,-1,93.0016
165617,100343842,G,58.388,39.2935,4.3341,-42.9696,39.5318,-0.9415,0.1099,1,G,49.244,-47.1251,-4.2093,-13.6554,47.3127,-0.2848,-3.0525,-1,91.1971
165617,100192742,G,110.558,2.6253,-37.524,103.962,37.6157,1.741,-1.501,1,G,74.6865,3.0341,47.7347,57.3608,47.831,1.0155,1.5073,-1,90.3004
165617,101079775,G,61.7008,-53.7977,-14.3875,26.5667,55.6883,0.4606,-2.8803,1,G,49.2894,30.8302,24.4498,29.684,39.3484,0.6967,0.6705,-1,92.336
165617,100482497,G,51.3793,21.1543,-39.616,24.9578,44.9102,0.5305,-1.0803,1,G,39.8661,-14.5537,36.0949,-8.6397,38.9185,-0.2202,1.9541,-1,89.4622
165617,100560809,G,134.312,-22.776,24.5124,130.078,33.4605,2.0671,2.3195,-1,G,32.701,22.8139,-21.678,8.8844,31.4708,0.2787,-0.7599,1,92.6011
165617,102334642,G,107.342,-29.1768,15.4564,102.137,33.0179,1.8476,2.6544,1,G,67.4997,50.6109,2.1893,44.6088,50.6583,0.7944,0.0432,-1,90.9081
165617,101644357,G,58.8886,0.2628,-49.3646,32.1081,49.3653,0.6116,-1.5655,-1,G,38.4359,-5.6217,38.0162,-0.6873,38.4296,-0.0179,1.7176,1,91.254
165617,102646252,G,84.4455,41.3471,21.2684,70.4919,46.4965,1.2036,0.4751,-1,G,57.1726,-39.0688,-16.2575,38.445,42.3164,0.8152,-2.7473,1,90.3224
165617,104110755,G,61.7658,42.1292,6.032,44.7633,42.5589,0.9175,0.1422,-1,G,52.4538,-38.2625,-25.1338,25.6059,45.7791,0.5336,-2.5604,1,87.8321
165617,104292105,G,209.23,3.3853,-54.9538,-201.856,55.0579,-2.0104,-1.5093,1,G,121.677,-45.8945,15.9981,-111.548,48.603,-1.5683,2.8062,-1,89.1775
165617,103550320,G,70.743,-16.7598,36.9192,-57.9711,40.5453,-1.1552,1.9969,1,G,36.3341,13.0952,-33.8914,0.1951,36.3334,0.0054,-1.2021,-1,90.0269
165617,103081484,G,63.7207,32.7042,2.3658,-54.6365,32.7896,-1.2836,0.0722,-1,G,41.4862,-35.6909,19.7126,7.6599,40.7728,0.1868,2.637,1,91.4621
165617,104554775,G,74.1716,28.6268,-37.6472,57.1367,47.2949,1.0212,-0.9207,1,G,70.5689,-30.742,32.8288,54.3798,44.9756,1.0218,2.3234,-1,92.1205
165617,103393052,G,146.527,45.3988,-9.5774,-138.987,46.398,-1.817,-0.2079,-1,G,77.1316,-39.0002,5.7946,-66.2924,39.4283,-1.2913,2.9941,1,88.4777
165617,105526787,G,95.6533,-48.9211,-2.5718,-82.1563,48.9887,-1.2891,-3.0891,-1,G,84.0801,42.8228,-8.9456,-71.8028,43.7472,-1.2707,-0.2059,1,91.8198
165617,105598819,G,68.5976,21.0342,-35.3256,54.9116,41.1137,1.1,-1.0337,1,G,38.2074,-16.8753,34.2785,0.0688,38.2072,0.0018,2.0283,-1,91.4663
165617,105718078,G,222.271,-35.2816,28.9194,217.539,45.6194,2.266,2.455,1,G,137.851,31.3065,-33.7312,129.942,46.0205,1.7611,-0.8227,-1,94.3694
165617,105963293,G,81.8922,-32.4382,-20.5172,-72.3404,38.3822,-1.3909,-2.5776,1,G,44.6033,38.1228,18.8945,-13.3828,42.5482,-0.3096,0.4601,-1,92.8317
165617,104615069,G,55.4892,-19.8644,-51.3131,-7.1704,55.0239,-0.1299,-1.9402,1,G,38.0724,28.9648,20.5083,13.7822,35.4901,0.3792,0.6161,-1,87.6259
165617,104581588,G,58.4942,13.0964,-25.8935,50.7895,29.017,1.3261,-1.1025,1,G,46.1485,26.4808,32.3086,-19.6113,41.7741,-0.4537,0.8842,-1,91.4905
165617,106429934,G,187.165,16.4126,32.3253,183.621,36.2532,2.3251,1.101,1,G,80.7683,-21.7821,-37.7732,67.987,43.6037,1.2272,-2.0939,-1,91.7797
165617,106969475,G,37.3517,-1.2223,-34.6802,-13.8175,34.7018,-0.3883,-1.606,-1,G,56.3948,4.435,55.5353,8.7479,55.7121,0.1564,1.4911,1,91.2001
165617,107153936,G,144.338,-42.8972,16.1715,-136.864,45.8442,-1.8138,2.7811,1,G,106.973,41.8708,-16.4455,-97.0548,44.9847,-1.5119,-0.3743,-1,91.8596
165617,108565194,G,168.253,-30.9049,-3.9468,165.343,31.1559,2.3709,-3.0146,1,G,27.4242,26.1092,3.3702,7.6829,26.3258,0.2878,0.1284,-1,91.2591
165617,108805258,G,43.3365,-0.1922,-41.8651,11.1946,41.8655,0.2643,-1.5754,1,G,58.8286,-3.0954,47.8293,34.1111,47.9294,0.6622,1.6354,-1,91.3166
165617,108817206,G,96.2665,-36.8216,-31.385,-83.2248,48.3823,-1.311,-2.4357,-1,G,48.2378,32.9067,21.3666,-28.0624,39.2349,-0.6651,0.5759,1,91.5475
165617,108150955,G,52.2629,-27.2341,44.3808,-4.4773,52.0706,-0.0859,2.1212,1,G,100.442,-67.9357,-18.6306,-71.597,70.444,-0.8929,-2.8739,-1,88.3798
165617,108422889,G,73.9462,-41.282,-2.5322,-61.2978,41.3596,-1.1848,-3.0803,-1,G,42.2416,40.1852,4.3179,-12.2818,40.4165,-0.2994,0.107,1,89.8958
165617,108829569,G,115.225,-30.3906,15.0431,-110.122,33.9099,-1.8939,2.682,1,G,63.4817,49.8606,9.0012,-38.2467,50.6666,-0.697,0.1786,-1,94.6864
165617,108935584,G,84.6923,-43.5598,13.242,-71.4141,45.528,-1.2322,2.8465,1,G,30.4311,24.7386,-17.1997,4.2684,30.1301,0.1412,-0.6075,-1,91.5149
165617,109972750,G,103.013,-54.8159,-3.6425,87.1418,54.9368,1.2417,-3.0752,-1,G,47.0149,34.7777,-13.2661,28.7212,37.222,0.7104,-0.3644,1,91.6341
165617,109878328,G,51.5864,7.3683,34.5474,-37.5943,35.3244,-0.9261,1.3607,-1,G,38.4651,-5.4398,-29.9234,23.549,30.4138,0.7125,-1.7506,1,88.8083
165617,109483350,G,75.0937,-7.2505,-40.8587,62.5863,41.4971,1.1993,-1.7464,-1,G,32.032,0.5532,31.6583,-4.8462,31.6631,-0.1525,1.5533,1,89.5126
165617,109440059,G,165.905,20.8331,38.0648,-160.13,43.393,-2.0167,1.07,-1,G,120.944,-22.996,-38.4161,-112.352,44.7729,-1.6507,-2.1102,1,89.6194
165617,110591371,G,47.8495,-22.5066,34.8065,-23.9066,41.4492,-0.5488,2.1448,1,G,70.4747,29.0306,-38.862,-51.1238,48.508,-0.919,-0.9292,-1,91.1704
165617,109959807,G,40.0382,38.1208,-12.215,0.8015,40.03,0.02,-0.3101,-1,G,60.626,-41.4029,5.8213,-43.9022,41.8102,-0.9163,3.0019,1,90.6859
165617,109695345,G,81.2807,31.5691,27.9786,69.4776,42.1831,1.2737,0.7252,-1,G,48.9749,-35.7578,-24.3283,22.9793,43.2491,0.5091,-2.5442,1,91.5828
165617,109883144,G,48.3107,-42.9009,-21.8397,-4.0567,48.14,-0.0842,-2.6707,1,G,46.5572,45.249,-3.2727,10.4583,45.3672,0.2285,-0.0722,-1,91.2293
165617,112020371,G,84.0423,-10.4316,-50.4684,66.387,51.5352,1.0712,-1.7746,-1,G,43.2061,22.4382,31.3493,19.5065,38.5519,0.4866,0.9496,1,91.1305
165617,111063250,G,96.0599,23.4541,-45.7756,-81.1295,51.4344,-1.2369,-1.0973,1,G,59.4253,-9.9799,40.4766,-42.3486,41.6887,-0.8925,1.8125,-1,93.3765
165617,111726149,G,59.1827,-25.4734,25.6098,-46.8809,36.1214,-1.0772,2.3535,1,G,37.2408,25.3481,-21.6868,16.5537,33.3593,0.4778,-0.7077,-1,91.4458
165617,111081993,G,42.8033,8.6445,29.2957,-29.9857,30.5445,-0.8684,1.2839,-1,G,45.9393,-5.7374,-29.2753,34.9349,29.8322,0.9973,-1.7643,1,88.5567
165617,111365401,G,53.5356,-38.9312,8.1208,-35.8394,39.7692,-0.8097,2.936,-1,G,41.5697,31.5275,-20.8741,17.2719,37.8115,0.4422,-0.5848,1,92.1022
165617,113625025,G,54.4229,43.942,-15.5129,-28.1121,46.5999,-0.5716,-0.3394,1,G,61.1867,-42.7671,14.0396,-41.4446,45.0127,-0.8242,2.8244,-1,92.3248
165617,113715929,G,112.642,-34.9919,-5.8771,106.908,35.482,1.8225,-2.9752,1,G,34.2314,33.2516,-0.3933,8.1211,33.254,0.2419,-0.0118,-1,91.0925
165617,113632012,G,90.928,38.9337,-20.6108,79.5441,44.0526,1.3532,-0.4869,1,G,92.3328,-37.4881,26.1839,80.2146,45.7269,1.328,2.5319,-1,89.6021
165617,112414238,G,201.282,-27.1164,31.5659,-196.933,41.6138,-2.2586,2.2805,1,G,99.6202,49.4722,3.7172,-86.3878,49.6117,-1.3216,0.075,-1,92.3396
165617,114570160,G,77.0418,-34.176,-35.0304,-59.5004,48.94,-1.026,-2.3439,-1,G,50.1055,29.0553,27.4747,-30.1907,39.9883,-0.6971,0.7574,1,89.6583
165617,114160791,G,159.162,79.9935,-117.909,-70.929,142.483,-0.4792,-0.9747,-1,G,53.3718,44.4088,11.4682,-27.2924,45.8657,-0.5646,0.2527,1,93.3673
165617,114376850,G,80.3547,13.879,30.3341,73.1033,33.3584,1.5261,1.1417,1,G,50.8995,-26.6443,-38.7128,19.5488,46.9957,0.4048,-2.1736,-1,91.7067
165617,115751208,G,53.3758,36.5609,-22.0316,-32.0449,42.6859,-0.6937,-0.5423,1,G,38.7338,-32.439,20.828,3.7689,38.5499,0.0976,2.5708,-1,87.5569
165617,115887290,G,226.542,-59.6953,-0.4051,-218.535,59.6967,-2.009,-3.1348,1,G,78.5129,26.3543,-22.9744,-70.2986,34.9625,-1.4484,-0.717,-1,89.3051
165617,115582832,G,58.7649,-36.4516,-3.0761,-45.9904,36.5812,-1.0521,-3.0574,1,G,36.0814,31.6169,1.1367,17.3474,31.6373,0.524,0.0359,-1,90.2677
165617,115994015,G,96.5088,-32.9629,19.6121,-88.5593,38.356,-1.5738,2.6049,-1,G,50.4989,36.4276,-20.7671,-28.1405,41.9314,-0.6288,-0.5181,1,89.3257
165617,116163982,G,118.71,13.7202,-65.0074,98.3763,66.4395,1.184,-1.3628,-1,G,56.9366,-8.5358,31.1853,46.8656,32.3323,1.1664,1.838,1,92.6595
165617,117071857,G,59.6583,26.4829,-27.4855,45.8509,38.168,1.0168,-0.804,1,G,85.7067,-45.1635,30.4925,66.152,54.4934,1.0249,2.5477,-1,90.7101
165617,118191842,G,165.348,2.4388,-31.544,162.293,31.6382,2.3376,-1.4936,1,G,37.2099,-1.9195,31.9185,19.0286,31.9762,0.5646,1.6309,-1,90.2874
165617,116904493,G,81.9227,-37.4645,-18.0215,70.5901,41.5736,1.2998,-2.6932,1,G,91.8054,46.1324,23.8696,75.6984,51.9419,1.1709,0.4775,-1,93.1224
165617,117815834,G,180.557,5.1469,37.0774,-176.634,37.4329,-2.2557,1.4329,-1,G,62.4285,-5.9984,-39.1006,-48.2956,39.558,-1.0293,-1.723,1,91.8899
165617,117899826,G,79.0337,31.5582,-15.0487,70.8797,34.9626,1.4558,-0.445,1,G,39.3092,-33.1861,21.003,1.661,39.2739,0.0423,2.5773,-1,93.2994
165617,117387243,G,154.666,23.9953,-35.5752,-148.594,42.9112,-1.9555,-0.9774,1,G,95.4782,-31.8108,33.3051,-83.6357,46.056,-1.3582,2.3333,-1,92.6026
165617,118135061,G,62.9009,18.3484,35.5386,48.5475,39.9957,1.0248,1.0942,1,G,41.9102,-19.1676,-37.2675,0.4445,41.9078,0.0106,-2.0458,-1,92.6364
165617,119200273,G,92.4282,-25.8026,-31.3241,-83.042,40.583,-1.4641,-2.2598,-1,G,99.5017,31.3285,37.9579,-86.4772,49.2166,-1.3294,0.8808,1,89.5867
165617,120095561,G,35.2548,26.0592,-13.2215,-19.7232,29.2214,-0.632,-0.4695,-1,G,110.686,-19.9837,90.6747,-60.2507,92.8507,-0.6103,1.7877,1,94.1649
165617,121079377,G,51.9714,4.4231,-41.8782,-30.4576,42.1112,-0.6716,-1.4656,1,G,44.3094,-4.1688,44.108,-0.6452,44.3046,-0.0146,1.665,-1,91.091
165617,121219556,G,34.5246,24.2732,-20.8275,-12.9986,31.984,-0.396,-0.7091,1,G,71.7757,-56.8748,30.3272,-31.5794,64.4552,-0.4722,2.6517,-1,90.3297
165617,120345628,G,44.8554,-43.5651,-8.0256,-7.0475,44.2982,-0.1584,-2.9594,1,G,45.3246,35.8822,27.5234,3.0394,45.2225,0.0672,0.6543,-1,87.6195
165617,120040325,G,172.157,-20.6496,-25.9719,-168.93,33.1805,-2.3302,-2.2425,1,G,69.2464,14.2519,41.6816,-53.4283,44.0508,-1.0242,1.2413,-1,92.4394
